"MT_250";"MT_251";"MT_252";"MT_253";
46,6860841423948;56,2907536076964;130,843558282209;230,562180579216;
48,6343042071197;57,8995189738108;115,490797546012;254,42930153322;
49,9288025889968;48,8027792624265;113,957055214724;262,964224872232;
51,2233009708738;43,4580438268306;121,641104294479;242,504258943782;
51,2233009708738;41,8492784607162;123,174846625767;244,207836456559;
49,9288025889968;45,595938001069;109,355828220859;242,504258943782;
53,8122977346278;44,5269909139498;123,174846625767;235,689948892675;
49,2815533980583;42,923570283271;120,092024539877;235,689948892675;
44,7443365695793;42,3890967397114;113,957055214724;237,393526405451;
48,6343042071197;44,5269909139498;107,822085889571;240,800681431005;
50,5760517799353;42,923570283271;121,641104294479;257,853492333901;
46,6860841423948;39,1769107429182;123,174846625767;237,393526405451;
44,0970873786408;37,0390165686798;112,423312883436;256,149914821124;
46,0388349514563;45,0614644575094;120,092024539877;233,986371379898;
50,5760517799353;43,9925173703902;117,024539877301;228,85860306644;
53,8122977346278;41,3148049171566;127,776073619632;232,282793867121;
50,5760517799353;40,780331373597;110,889570552147;239,097103918228;
49,2815533980583;46,1304115446285;127,776073619632;233,986371379898;
48,6343042071197;43,4580438268306;120,092024539877;244,207836456559;
49,9288025889968;41,3148049171566;117,024539877301;227,155025553663;
46,6860841423948;40,780331373597;117,024539877301;262,964224872232;
49,9288025889968;45,0614644575094;123,174846625767;244,207836456559;
49,9288025889968;42,923570283271;121,641104294479;235,689948892675;
47,3333333333333;41,8492784607162;132,377300613497;228,85860306644;
50,5760517799353;41,8492784607162;117,024539877301;242,504258943782;
45,3915857605178;40,780331373597;110,889570552147;262,964224872232;
50,5760517799353;40,2458578300374;117,024539877301;254,42930153322;
49,9288025889968;45,0614644575094;127,776073619632;233,986371379898;
49,9288025889968;75,013361838589;130,843558282209;282,299829642249;
47,9805825242718;83,0358097274185;163,067484662577;280,596252129472;
48,6343042071197;73,9444147514698;143,128834355828;280,596252129472;
46,6860841423948;73,9444147514698;144,662576687117;268,074957410562;
44,0970873786408;82,5013361838589;172,28527607362;289,131175468484;
45,3915857605178;70,7322287546766;150,79754601227;307,921635434412;
47,9805825242718;70,7322287546766;161,533742331288;359,182282793867;
47,3333333333333;80,8979155531801;178,420245398773;355,758091993186;
47,3333333333333;65,3874933190807;181,48773006135;384,804088586031;
44,7443365695793;75,013361838589;166,150306748466;357,47870528109;
49,2815533980583;83,0358097274185;176,886503067485;357,47870528109;
53,1650485436893;68,0598610368787;178,420245398773;366,013628620102;
47,3333333333333;73,4099412079102;170,751533742331;352,350936967632;
51,8705501618123;82,5013361838589;169,217791411043;354,054514480409;
51,8705501618123;66,9909139497595;160;343,798977853492;
49,9288025889968;73,4099412079102;166,150306748466;304,514480408859;
51,8705501618123;79,8236237306253;172,28527607362;319,880749574106;
49,9288025889968;66,9909139497595;164,616564417178;318,177172061329;
53,1650485436893;71,2667022982362;173,819018404908;321,60136286201;
46,6860841423948;78,7546766435061;169,217791411043;313,049403747871;
52,5177993527508;68,5943345804383;161,533742331288;318,177172061329;
51,2233009708738;72,8754676643506;163,067484662577;326,729131175468;
51,8705501618123;79,2891501870657;166,150306748466;323,304940374787;
50,5760517799353;70,7322287546766;172,28527607362;304,514480408859;
51,8705501618123;69,6632816675575;169,217791411043;289,131175468484;
57,0550161812298;80,3634420096205;160;316,473594548552;
51,8705501618123;68,0598610368787;167,684049079755;318,177172061329;
51,8705501618123;69,6632816675575;158,466257668712;306,218057921635;
48,6343042071197;79,2891501870657;173,819018404908;307,921635434412;
49,2815533980583;68,0598610368787;161,533742331288;316,473594548552;
53,1650485436893;68,5943345804383;160;309,642248722317;
50,5760517799353;78,7546766435061;163,067484662577;304,514480408859;
47,3333333333333;65,3874933190807;173,819018404908;319,880749574106;
52,5177993527508;70,1977552111171;167,684049079755;297,683134582624;
51,8705501618123;81,9668626402993;175,352760736196;309,642248722317;
53,1650485436893;72,3356493853554;181,48773006135;307,921635434412;
53,1650485436893;66,9909139497595;172,28527607362;331,839863713799;
51,2233009708738;80,8979155531801;166,150306748466;331,839863713799;
54,4595469255663;71,8011758417958;192,239263803681;335,26405451448;
51,8705501618123;67,5253874933191;175,352760736196;366,013628620102;
53,8122977346278;79,2891501870657;175,352760736196;360,885860306644;
55,1067961165049;83,0358097274185;189,171779141104;350,630323679727;
47,9805825242718;77,1512560128274;186,088957055215;366,013628620102;
51,2233009708738;83,5702832709781;186,088957055215;359,182282793867;
48,6343042071197;92,8594334580438;190,705521472393;362,589437819421;
47,9805825242718;78,7546766435061;176,886503067485;395,059625212947;
48,6343042071197;79,8236237306253;187,638036809816;367,717206132879;
55,7540453074434;95,0026723677178;190,705521472393;374,548551959114;
73,8964401294498;79,8236237306253;175,352760736196;371,141396933561;
90,9385113268608;78,2202030999465;195,306748466258;377,972742759796;
94,8284789644013;88,0331373597007;189,171779141104;354,054514480409;
90,9385113268608;87,4986638161411;175,352760736196;354,054514480409;
88,336569579288;78,2202030999465;183,021472392638;362,589437819421;
88,336569579288;84,6392303580973;193,773006134969;384,804088586031;
92,2330097087379;92,8594334580438;179,953987730061;381,396933560477;
88,9902912621359;75,5478353821486;173,819018404908;366,013628620102;
89,6375404530745;75,5478353821486;173,819018404908;364,310051107325;
92,8802588996764;92,8594334580438;172,28527607362;352,350936967632;
90,9385113268608;85,8898984500267;173,819018404908;345,519591141397;
